"NAICS","NAICS Index Item","Source","Revision"
"238221","Boiler chipping, cleaning and scaling, residential","BLS ONLY",""
"238221","Boiler, heating, installation, residential","BLS ONLY",""
"238221","Central air-conditioning equipment installation, residential","BLS ONLY",""
"238221","Central cooling equipment and piping installation, residential","BLS ONLY",""
"238221","Central heating equipment and piping installation, residential","BLS ONLY",""
"238221","Chilled water system installation, residential","BLS ONLY",""
"238221","Chimney liner installation, residential","BLS ONLY",""
"238221","Commercial freezer installation, residential","BLS ONLY",""
"238221","Commercial refrigeration system installation, residential","BLS ONLY",""
"238221","Cooling tower installation, residential","BLS ONLY",""
"238221","Drain, waste and vent system installation, residential","BLS ONLY",""
"238221","Drinking fountain installation, residential","BLS ONLY",""
"238221","Dry heating equipment installation, residential","BLS ONLY",""
"238221","Duct work (e.g., cooling, dust collection, exhaust, heating, ventilation) installation, residential","BLS ONLY",""
"238221","Dust collecting and bag house equipment installation, residential","BLS ONLY",""
"238221","Exhaust system (e.g., kitchens, industrial work areas) installation, residential","BLS ONLY",""
"238221","Fire sprinkler system installation, residential","BLS ONLY",""
"238221","Fireplace, natural gas, installation, residential","BLS ONLY",""
"238221","Fuel oil burner installation, residential","BLS ONLY",""
"238221","Furnace conversion (i.e., from one fuel to another), residential","BLS ONLY",""
"238221","Furnace humidifier installation, residential","BLS ONLY",""
"238221","Furnace installation, residential","BLS ONLY",""
"238221","Furnace, forced air, installation, residential","BLS ONLY",""
"238221","Gas fitting contractor, residential","BLS ONLY",""
"238221","Gas line installation, individual hookup, contractors, residential","BLS ONLY",""
"238221","Heat pump installation, residential","BLS ONLY",""
"238221","Heating and cooling duct work installation, residential","BLS ONLY",""
"238221","Heating and ventilation system component (e.g., air registers, diffusers, filters, grilles, sound attenuators) installation, residential","BLS ONLY",""
"238221","Heating boiler installation, residential","BLS ONLY",""
"238221","Heating contractors, residential","BLS ONLY",""
"238221","Heating equipment installation, residential","BLS ONLY",""
"238221","Heating, ventilation and air-conditioning (HVAC) contractors, residential","BLS ONLY",""
"238221","Hot water heating system installation, residential","BLS ONLY",""
"238221","Hot water tank installation, residential","BLS ONLY",""
"238221","Household oil storage tank installation, residential","BLS ONLY",""
"238221","HVAC (heating, ventilation and air-conditioning) contractors, residential","BLS ONLY",""
"238221","Hydronic heating system installation, residential","BLS ONLY",""
"238221","Industrial process piping installation, residential","BLS ONLY",""
"238221","Kitchen sink and hardware installation, residential","BLS ONLY",""
"238221","Lawn sprinkler system installation , residential","BLS ONLY",""
"238221","Mechanical contractors, residential","BLS ONLY",""
"238221","Natural gas piping installation, residential","BLS ONLY",""
"238221","Oil burner installation, residential","BLS ONLY",""
"238221","Pipe fitting contractors, residential","BLS ONLY",""
"238221","Plumbers, residential","BLS ONLY",""
"238221","Plumbing and heating contractors, residential","BLS ONLY",""
"238221","Plumbing contractors, residential","BLS ONLY",""
"238221","Plumbing fixture installation, residential","BLS ONLY",""
"238221","Process piping installation, residential","BLS ONLY",""
"238221","Pumping system, water, installation, residential","BLS ONLY",""
"238221","Radiant floor heating equipment installation, residential","BLS ONLY",""
"238221","Refrigeration system (e.g., commercial, industrial, scientific) installation, residential","BLS ONLY",""
"238221","Sanitary ware installation, residential","BLS ONLY",""
"238221","Scrubber, air purification, installation, residential","BLS ONLY",""
"238221","Sewer hook-up and connection, building, residential","BLS ONLY",""
"238221","Sheet metal duct work installation, residential","BLS ONLY",""
"238221","Snow melting system (e.g., hot water, glycol) installation, residential","BLS ONLY",""
"238221","Solar heating equipment installation, residential","BLS ONLY",""
"238221","Sprinkler system, building, installation, residential","BLS ONLY",""
"238221","Steam fitting contractors, residential","BLS ONLY",""
"238221","Sump pump installation, residential","BLS ONLY",""
"238221","Ventilating contractors, residential","BLS ONLY",""
"238221","Warehouse refrigeration system installation, residential","BLS ONLY",""
"238221","Warm air heating system installation, residential","BLS ONLY",""
"238221","Water heater installation, residential","BLS ONLY",""
"238221","Water meter installation, residential","BLS ONLY",""
"238221","Water softener installation, residential","BLS ONLY",""
"238221","Water system balancing and testing contractors, residential","BLS ONLY",""
"238222","Air system balancing and testing, nonresidential","BLS ONLY",""
"238222","Air vent installation, nonresidential","BLS ONLY",""
"238222","Air-conditioning system (except window) installation, nonresidential","BLS ONLY",""
"238222","Bathroom plumbing fixture and sanitary ware installation, nonresidential","BLS ONLY",""
"238222","Blower or fan, cooling and dry heating, installation, nonresidential","BLS ONLY",""
"238222","Boiler chipping, cleaning and scaling, nonresidential","BLS ONLY",""
"238222","Boiler, heating, installation, nonresidential","BLS ONLY",""
"238222","Central air-conditioning equipment installation, nonresidential","BLS ONLY",""
"238222","Central cooling equipment and piping installation, nonresidential","BLS ONLY",""
"238222","Central heating equipment and piping installation, nonresidential","BLS ONLY",""
"238222","Chilled water system installation, nonresidential","BLS ONLY",""
"238222","Chimney liner installation, nonresidential","BLS ONLY",""
"238222","Commercial freezer installation, nonresidential","BLS ONLY",""
"238222","Commercial refrigeration system installation, nonresidential","BLS ONLY",""
"238222","Cooling tower installation, nonresidential","BLS ONLY",""
"238222","Drain, waste and vent system installation, nonresidential","BLS ONLY",""
"238222","Drinking fountain installation, nonresidential","BLS ONLY",""
"238222","Dry heating equipment installation, nonresidential","BLS ONLY",""
"238222","Duct work (e.g., cooling, dust collection, exhaust, heating, ventilation) installation, nonresidential","BLS ONLY",""
"238222","Dust collecting and bag house equipment installation, nonresidential","BLS ONLY",""
"238222","Exhaust system (e.g., kitchens, industrial work areas) installation, nonresidential","BLS ONLY",""
"238222","Fire sprinkler system installation, nonresidential","BLS ONLY",""
"238222","Fireplace, natural gas, installation, nonresidential","BLS ONLY",""
"238222","Fuel oil burner installation, nonresidential","BLS ONLY",""
"238222","Furnace conversion (i.e., from one fuel to another), nonresidential","BLS ONLY",""
"238222","Furnace humidifier installation, nonresidential","BLS ONLY",""
"238222","Furnace installation, nonresidential","BLS ONLY",""
"238222","Furnace, forced air, installation, nonresidential","BLS ONLY",""
"238222","Gas fitting contractor, nonresidential","BLS ONLY",""
"238222","Gas line installation, individual hookup, contractors, nonresidential","BLS ONLY",""
"238222","Heat pump installation, nonresidential","BLS ONLY",""
"238222","Heating and cooling duct work installation, nonresidential","BLS ONLY",""
"238222","Heating and ventilation system component (e.g., air registers, diffusers, filters, grilles, sound attenuators) installation, nonresidential","BLS ONLY",""
"238222","Heating boiler installation, nonresidential","BLS ONLY",""
"238222","Heating contractors, nonresidential","BLS ONLY",""
"238222","Heating equipment installation, nonresidential","BLS ONLY",""
"238222","Heating, ventilation and air-conditioning (HVAC) contractors, nonresidential","BLS ONLY",""
"238222","Hot water heating system installation, nonresidential","BLS ONLY",""
"238222","Hot water tank installation, nonresidential","BLS ONLY",""
"238222","Household oil storage tank installation, nonresidential","BLS ONLY",""
"238222","HVAC (heating, ventilation and air-conditioning) contractors, nonresidential","BLS ONLY",""
"238222","Hydronic heating system installation, nonresidential","BLS ONLY",""
"238222","Industrial process piping installation, nonresidential","BLS ONLY",""
"238222","Kitchen sink and hardware installation, nonresidential","BLS ONLY",""
"238222","Lawn sprinkler system installation , nonresidential","BLS ONLY",""
"238222","Mechanical contractors, nonresidential","BLS ONLY",""
"238222","Natural gas piping installation, nonresidential","BLS ONLY",""
"238222","Oil burner installation, nonresidential","BLS ONLY",""
"238222","Pipe fitting contractors, nonresidential","BLS ONLY",""
"238222","Plumbers, nonresidential","BLS ONLY",""
"238222","Plumbing and heating contractors, nonresidential","BLS ONLY",""
"238222","Plumbing contractors, nonresidential","BLS ONLY",""
"238222","Plumbing fixture installation, nonresidential","BLS ONLY",""
"238222","Process piping installation, nonresidential","BLS ONLY",""
"238222","Pumping system, water, installation, nonresidential","BLS ONLY",""
"238222","Radiant floor heating equipment installation, nonresidential","BLS ONLY",""
"238222","Refrigeration system (e.g., commercial, industrial, scientific) installation, nonresidential","BLS ONLY",""
"238222","Sanitary ware installation, nonresidential","BLS ONLY",""
"238222","Scrubber, air purification, installation, nonresidential","BLS ONLY",""
"238222","Sewer hook-up and connection, building, nonresidential","BLS ONLY",""
"238222","Sheet metal duct work installation, nonresidential","BLS ONLY",""
"238222","Snow melting system (e.g., hot water, glycol) installation, nonresidential","BLS ONLY",""
"238222","Solar heating equipment installation, nonresidential","BLS ONLY",""
"238222","Sprinkler system, building, installation, nonresidential","BLS ONLY",""
"238222","Steam fitting contractors, nonresidential","BLS ONLY",""
"238222","Sump pump installation, nonresidential","BLS ONLY",""
"238222","Ventilating contractors, nonresidential","BLS ONLY",""
"238222","Warehouse refrigeration system installation, nonresidential","BLS ONLY",""
